volume
400.0
257.01
57.0
100.0
7510.79
65.115251
94.0
289999.0
64.276945
141.240214
195.43
9.79
2219.5
2023.706395
92.138954
250.0
999999.0
215.0
1999.0
33.269189
30.0
9.0
57.450658
5.0
698.264519
34272.0
57.450658
359.0
132.413147
11851.17
99.67202
2815.8
399.0
1299.0
504.68
5.44
3999.79
1000.0
436.601016
15.665987
15079.70646
14999.0
399.0
999.0
10.0
58.26
100.79
1003.71
162292.0
21.93
499999.0
3999.0
37.0
400.0
468.87
522.282119
200.657106
1000.0
487.39
200.657106
59.0
919.0
25895.284713
1499.0
1000.0
400.0
5.0
21.4
999.0
1356.96259
500.34
3796.046595
678.6
682.92
1000.0
150.07
103.121544
680.75
681.62
30.0
860.595629
14.094924
159.345517
39.0
10.0
124192.23
381.976727
1218.735202
1000.0
1095.0
1396.886559
112.4
129.195481
5.0
1000.328029
434.8604
2320.855104
17998.65
10000.0
11.36
364.730201
5000.3
9994.79
396.58
88977.0
1628.08
617.192919
25.0
2320.861501
900.0
1190.0
500.0
65.0
1363.0
102120.02
12424.55
2000.0
3000.829508
15250.212404
205.812206
25.75
559.522364
773.92
2398.65
135802.647323
505.2
2459.58
200.08755
500.767206
782.344261
34999.0
32549.0
79999.0
204.67
1000.0
1000.0
19.995479
11.0
44899.0
191.66
4500.0
500.0
2404.42
3232.730306
9999.0
73.84
206.0
13.328278
116.682705
790.39
2986.19
100.0
58.450658
564.99
299.0
4540.737265
468.870912
58.450658
5611.41
84466.135418
12999.0
999.0
685.98
2987430.0
1000.0
4999.79
999.71
1009.78
7795.83
68.310771
10.44
50.0
212.0
5944.84
199.59
1489.86
240.02
334.15
999999.0
4499.0
399.79
865.61
1008.79
63.61
214.0
134.0
432.49
27.83
13.84
54.48
47.96
830.0
999.04
443.57
100.044801
17425.216
1226.64
100000.0
4999.0
14999.0
99.0
2999.587013
1008.791458
340.18
500.0
707.737646
50775.0
3705.34
99.0
3867.469155
7.65
1096.72551
80.526898
940.53
17672.56
40072.58
249.0
6.02
559.284499
14.101211
219.043632
995.18
2486.306647
565.583325
20000.0
2000.0
20000.0
11.0
49.79
159.96
898.394241
48.09
1500.0
29028.09
4132.39
6917.06
2010.0
21756.594808
59.89026
992.8
49.98
86130.0
390.691364
2126.958376
1449.0
123.0
4999.913045
5000.85
108.21153
10875.7
57212.0
20.823128
399.000096
4500.0
117106.27
1199.0
684.5
955.19
5962.57
48410.5
159.7
145.02
200.0
19096.7
1677.961459
4851.463477
84965.0
9999.005772
2260.001618
20.0
84467.135418
1000.0
524.840433
95.52633
568.0
4999.0
82.661175
719.279666
1210.0
367.79
3500.0
2000.0
999.0
313.37
49.0
1510.0
49.0
468.254077
324.1
24280.51
220.043587
40.666319
5029.0
84467.157204
2299.0
14928.020399
130.85
999.0
1468.87601
10532.326822
9.0
3321.0
5000.0
102.5
199.0
1260.574646
2116.568775
999999.0
11999.0
24799.93
180.0
2052.53
171.457873
4773.88
20.71
499.0
33169.467775
47.098128
204579.315807
3859.57
2472.624954
1107.0
701.835119
6.6
30.0
55.55
499.0
74285.7
3936.94
20.0
250.0
8524.77
1317.144915
902.54
159.44
50.0
678.961153
5485.72979
50775.0
2094.843397
2124.35
103631.329144
36999.0
50.0
50.0
2115.0
1037.65
1.0
2999.0
5352.24
1000.0
919.0
116128.53
815.33
5.01
1000.200019
292.488662
2531.591647
13009.96
130.045101
190.79
442.334841
999.2
56225.79
212.59
30009.736451
589.93
103.619396
299.9
501.604833
118.0
500.0
1.260942
40.0
199.0
1049.18414
100570.575103
11.58
163.72
100.0
99.0
146.32
300000.0
69999.0
5.0
349.902
500.0
496.58
499.56
329.0
99.0
5382.3
6999.0
69.231009
1000.462469
4998.91
9.799919
17994.82
164.928262
3533.44
149.09
999.0
2688.5
1119999.79
20000.0
347.0
1235.93
4737.25
949.79
15.0
328.0
50.0
5355.79
1071.654706
3404.3
5.42
33170.464994
679.85
109.0
17999.0
731.64
98.78
699.43
4300.0
5000.38
5788.45
57.825633
9.0
730.33
697.269897
833.1
3499.86
24999.0
9991.13756
1248.83
10000.48
9836.392081
706.51
5.0
270.58
32.97282
3999.0
197.67
102405.073888
20.0
4500.0
59.0
19.3
3738.85
5000.65
394.0
218.067125
1199.0
10.0
28173.57
10.799919
212.748034
524.845525
7380.14
200.0
9999.0
1610.716303
11.75
500.0
449.001838
500.0
19.0
2000.600219
7.89
833.21574
114.517848
299999.0
456.79
1000.0
30.0
298.28
24.6
457.87
28.72496
93.830314
